Employee #,First Name,Preferred Name,Last Name,First Name Last Name,Job Title,Department,Division,Reporting to,Hire Date,Work Email,Birth Date,Gender,Employment Status,City,State,Zip Code,Compensation: Date,Pay rate,Time Type,Exempt,Pay Schedule,Termination Date,Radford Level,Bonus Type,Bonus Amount,EEID
EMP00371,Ezra,,Baker,Ezra Baker,Sales Development Representative,Enterprise Sales,Sales & Revenue,EMP00362,2018-10-17,ezra.baker@theguild.com,1999-07-18,,Terminated,New York,NY,10001,2026-01-01,78971,Salary,Exempt,Bi-Weekly,2026-03-11,P1,Annual Bonus,2369,EEID00371
EMP00372,Nora,,Taylor,Nora Taylor,Staff Product Manager,Product Design,Product,EMP00055,2023-07-04,nora.taylor@theguild.com,1994-05-24,Non-Binary,Active,Dallas,TX,75201,2026-01-01,148646,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,11891,EEID00372
EMP00373,Lily,,Carter,Lily Carter,Staff Software Engineer,AI & Machine Learning,Engineering & Technology,EMP00135,2020-02-03,lily.carter@theguild.com,1994-06-22,,Active,Phoenix,AZ,85001,2026-01-01,166223,Salary,Exempt,Twice a Month,,P4,Annual Bonus,24933,EEID00373
EMP00374,Riley,,Allen,Riley Allen,Account Executive,Account Management,Sales & Revenue,EMP00246,2021-05-15,riley.allen@theguild.com,1986-02-25,,Active,Raleigh,NC,27601,2026-01-01,99051,Salary,Exempt,Bi-Weekly,,P2,No Bonus,0,EEID00374
EMP00375,Blake,,Brown,Blake Brown,Customer Success Associate,Customer Success Management,Customer Success,EMP00246,2023-08-25,blake.brown@theguild.com,1975-09-24,Male,Active,Provo,UT,84601,2026-01-01,58096,Salary,Non-Exempt,Bi-Weekly,,P1,Commission,5809,EEID00375
EMP00376,Andrew,,Edwards,Andrew Edwards,Senior Ops Manager,Product Operations,Product,EMP00009,2020-01-29,andrew.edwards@theguild.com,1978-07-05,Non-Binary,Active,Minneapolis,MN,55401,2026-01-01,188483,Salary,Exempt,Bi-Weekly,,M2,Annual Bonus,9424,EEID00376
EMP00377,Stella,,Wright,Stella Wright,Junior Software Engineer,Software Engineering,Engineering & Technology,EMP00246,2025-07-22,stella.wright@theguild.com,1992-09-19,Non-Binary,Active,Boise,ID,83701,2026-01-01,70634,Hourly,Non-Exempt,Bi-Weekly,,P1,No Bonus,0,EEID00377
EMP00378,Chris,,Rodriguez,Chris Rodriguez,Engineering Manager,Security,Engineering & Technology,EMP00008,2023-03-14,chris.rodriguez@theguild.com,1981-08-24,,Active,Chicago,IL,60601,2026-01-01,133712,Hourly,Exempt,Bi-Weekly,,M1,Annual Bonus,10696,EEID00378
EMP00379,Morgan,,Davis,Morgan Davis,Staff Product Manager,Product Design,Product,EMP00245,2018-02-02,morgan.davis@theguild.com,1979-08-10,,Active,Denver,CO,80201,2026-01-01,136286,Salary,Exempt,Twice a Month,,P4,Annual Bonus,10902,EEID00379
EMP00380,Violet,,Campbell,Violet Campbell,Senior Customer Success Manager,Solutions Engineering,Customer Success,EMP00251,2018-09-06,violet.campbell@theguild.com,1998-09-12,Male,Active,Boise,ID,83701,2026-01-01,131193,Hourly,Exempt,Bi-Weekly,,P3,No Bonus,0,EEID00380
EMP00381,Bryn,,Lee,Bryn Lee,CS Team Lead,Customer Success Management,Customer Success,EMP00334,2021-03-25,bryn.lee@theguild.com,1983-08-16,,Contractor,Atlanta,GA,30301,2026-01-01,167426,Hourly,Exempt,Twice a Month,,P4,Annual Bonus,8371,EEID00381
EMP00382,Kai,,Anderson,Kai Anderson,Senior Customer Success Manager,Customer Support,Customer Success,EMP00362,2020-04-28,kai.anderson@theguild.com,1987-09-02,Male,Active,Phoenix,AZ,85001,2026-01-01,124227,Salary,Exempt,Twice a Month,,P3,Annual Bonus,18634,EEID00382
EMP00383,Chris,,Lopez,Chris Lopez,Associate Product Manager,Product Design,Product,EMP00112,2019-12-17,chris.lopez@theguild.com,1997-08-01,Male,Active,San Jose,CA,95101,2026-01-01,64950,Salary,Non-Exempt,Bi-Weekly,,P1,Annual Bonus,3247,EEID00383
EMP00384,Mia,,Ramirez,Mia Ramirez,Engineering Manager,Security,Engineering & Technology,EMP00008,2023-10-13,mia.ramirez@theguild.com,1979-09-03,Male,Active,San Jose,CA,95101,2026-01-01,142303,Salary,Exempt,Bi-Weekly,,M1,No Bonus,0,EEID00384
EMP00385,Ezra,,Morris,Ezra Morris,Operations Associate,Business Operations,Operations,EMP00341,2022-12-14,ezra.morris@theguild.com,1997-09-10,,Active,Denver,CO,80201,2026-01-01,60473,Salary,Exempt,Bi-Weekly,,P1,No Bonus,0,EEID00385
EMP00386,Stephanie,,Nelson,Stephanie Nelson,Sales Development Representative,Revenue Operations,Sales & Revenue,EMP00367,2018-12-16,stephanie.nelson@theguild.com,1986-12-07,Non-Binary,Active,Chicago,IL,60601,2026-01-01,68623,Hourly,Non-Exempt,Bi-Weekly,,P1,Commission,6862,EEID00386
EMP00387,Ethan,,Baker,Ethan Baker,Finance Manager,Talent Acquisition,G&A,EMP00208,2018-02-10,ethan.baker@theguild.com,1998-03-17,Male,Terminated,Boulder,CO,80301,2026-01-01,163103,Salary,Exempt,Monthly,2025-07-28,P4,Commission,16310,EEID00387
EMP00388,Mia,,Lee,Mia Lee,Associate Director of Marketing,Content Marketing,Marketing,EMP00011,2025-11-10,mia.lee@theguild.com,1999-11-01,Non-Binary,Leave of Absence,Boulder,CO,80301,2026-01-01,172654,Salary,Exempt,Twice a Month,,P4,Commission,51796,EEID00388
EMP00389,Dylan,,Smith,Dylan Smith,Operations Analyst,Data Analytics & Insights,Operations,EMP00271,2018-12-12,dylan.smith@theguild.com,1976-08-28,Non-Binary,Active,Boise,ID,83701,2026-01-01,93443,Hourly,Non-Exempt,Twice a Month,,P2,Annual Bonus,7475,EEID00389
EMP00390,Chris,,King,Chris King,Senior Customer Success Manager,Implementation & Onboarding,Customer Success,EMP00009,2023-09-01,chris.king@theguild.com,1979-12-15,Male,Terminated,Provo,UT,84601,2026-01-01,106534,Salary,Exempt,Bi-Weekly,2026-01-10,P3,Annual Bonus,10653,EEID00390
EMP00391,Hannah,,Baker,Hannah Baker,CS Manager,Implementation & Onboarding,Customer Success,EMP00012,2021-03-11,hannah.baker@theguild.com,2000-09-10,Female,Active,Los Angeles,CA,90001,2026-01-01,157515,Salary,Exempt,Bi-Weekly,,M1,Annual Bonus,12601,EEID00391
EMP00392,Wren,,Campbell,Wren Campbell,Product Manager,Product Management,Product,EMP00047,2023-05-05,wren.campbell@theguild.com,1984-08-20,,Active,Phoenix,AZ,85001,2026-01-01,86421,Salary,Exempt,Monthly,,P2,Commission,8642,EEID00392
EMP00393,Chloe,,Mitchell,Chloe Mitchell,CS Team Lead,Professional Services,Customer Success,EMP00215,2019-06-05,chloe.mitchell@theguild.com,1996-09-29,,Part Time,Raleigh,NC,27601,2026-01-01,176711,Hourly,Exempt,Bi-Weekly,,P4,Annual Bonus,26506,EEID00393
EMP00394,Aria,,Murphy,Aria Murphy,CS Team Lead,Customer Success Management,Customer Success,EMP00055,2022-02-22,aria.murphy@theguild.com,2000-08-24,Non-Binary,Contractor,Atlanta,GA,30301,2026-01-01,183922,Salary,Exempt,Twice a Month,,P4,Annual Bonus,5517,EEID00394
EMP00395,Wren,,Martinez,Wren Martinez,Senior Software Engineer,AI & Machine Learning,Engineering & Technology,EMP00009,2020-06-02,wren.martinez@theguild.com,1983-03-19,,Active,New York,NY,10001,2026-01-01,136845,Hourly,Exempt,Monthly,,P3,Annual Bonus,10947,EEID00395
EMP00396,Ashley,,Scott,Ashley Scott,Enterprise Account Executive,Mid-Market Sales,Sales & Revenue,EMP00245,2023-03-03,ashley.scott@theguild.com,1995-03-08,,Terminated,Raleigh,NC,27601,2026-01-01,172077,Salary,Exempt,Bi-Weekly,2025-02-11,P4,Commission,51623,EEID00396
EMP00397,Ella,,Garcia,Ella Garcia,Operations Manager,Program Management,Operations,EMP00162,2024-05-31,ella.garcia@theguild.com,1988-11-08,Male,Active,Minneapolis,MN,55401,2026-01-01,160912,Salary,Exempt,Monthly,,P4,Annual Bonus,4827,EEID00397
EMP00398,Kevin,,Adams,Kevin Adams,Customer Success Manager,Solutions Engineering,Customer Success,EMP00344,2024-07-01,kevin.adams@theguild.com,1994-12-05,Male,Terminated,San Francisco,CA,94101,2026-01-01,87882,Salary,Exempt,Bi-Weekly,2024-01-04,P2,No Bonus,0,EEID00398
EMP00399,Nora,,Hill,Nora Hill,Junior Software Engineer,IT,Engineering & Technology,EMP00208,2019-02-11,nora.hill@theguild.com,1999-04-21,Female,Active,Boulder,CO,80301,2026-01-01,60914,Salary,Non-Exempt,Bi-Weekly,,P1,Annual Bonus,1827,EEID00399
EMP00400,Matt,,Lopez,Matt Lopez,Enterprise Account Executive,Mid-Market Sales,Sales & Revenue,EMP00157,2019-08-07,matt.lopez@theguild.com,1993-07-08,Non-Binary,Active,San Jose,CA,95101,2026-01-01,175270,Salary,Exempt,Twice a Month,,P4,Annual Bonus,14021,EEID00400
EMP00401,Noah,,Stewart,Noah Stewart,Software Engineer,Software Engineering,Engineering & Technology,EMP00193,2018-09-26,noah.stewart@theguild.com,1996-09-19,Male,Contractor,Portland,OR,97201,2026-01-01,113057,Salary,Non-Exempt,Twice a Month,,P2,Commission,22611,EEID00401
EMP00402,Samantha,,Rogers,Samantha Rogers,Junior Software Engineer,Data Engineering,Engineering & Technology,EMP00289,2020-10-01,samantha.rogers@theguild.com,1999-02-10,,Active,Austin,TX,73301,2026-01-01,64981,Salary,Exempt,Bi-Weekly,,P1,Commission,6498,EEID00402
EMP00403,Riley,,Smith,Riley Smith,Senior Operations Analyst,FP&A,Operations,EMP00250,2020-05-21,riley.smith@theguild.com,1997-11-22,Non-Binary,Active,Portland,OR,97201,2026-01-01,108943,Hourly,Exempt,Bi-Weekly,,P3,No Bonus,0,EEID00403
EMP00404,Ryan,,Campbell,Ryan Campbell,CS Manager,Solutions Engineering,Customer Success,EMP00012,2021-07-27,ryan.campbell@theguild.com,1990-05-15,Non-Binary,Active,Portland,OR,97201,2026-01-01,129152,Hourly,Exempt,Bi-Weekly,,M1,Commission,38745,EEID00404
EMP00405,Sam,,Thomas,Sam Thomas,HRBP Lead,Procurement,G&A,EMP00024,2022-08-20,sam.thomas@theguild.com,1999-12-07,,Active,San Francisco,CA,94101,2026-01-01,180340,Hourly,Exempt,Monthly,,P4,Annual Bonus,9017,EEID00405
EMP00406,Reid,,Garcia,Reid Garcia,Operations Manager,Business Operations,Operations,EMP00384,2022-02-26,reid.garcia@theguild.com,1983-08-28,,Active,Dallas,TX,75201,2026-01-01,159666,Salary,Exempt,Monthly,,P4,Annual Bonus,15966,EEID00406
EMP00407,Jason,,Campbell,Jason Campbell,Senior Software Engineer,Data Engineering,Engineering & Technology,EMP00341,2021-02-23,jason.campbell@theguild.com,1997-02-08,Female,Active,Chicago,IL,60601,2026-01-01,145202,Salary,Exempt,Twice a Month,,P3,Annual Bonus,4356,EEID00407
EMP00408,Megan,,Stewart,Megan Stewart,Senior HR Manager,Payroll,G&A,EMP00013,2018-09-24,megan.stewart@theguild.com,1980-09-18,Non-Binary,Active,Provo,UT,84601,2026-01-01,186161,Salary,Exempt,Monthly,,M2,Commission,18616,EEID00408
EMP00409,Wren,,Phillips,Wren Phillips,Operations Associate,Data Analytics & Insights,Operations,EMP00215,2025-08-17,wren.phillips@theguild.com,1998-04-01,,Active,San Jose,CA,95101,2026-01-01,55064,Salary,Non-Exempt,Twice a Month,,P1,Annual Bonus,1651,EEID00409
EMP00410,Ethan,,King,Ethan King,Operations Analyst,Business Operations,Operations,EMP00271,2018-04-14,ethan.king@theguild.com,1985-02-13,,Active,San Francisco,CA,94101,2026-01-01,107529,Hourly,Exempt,Bi-Weekly,,P2,Annual Bonus,16129,EEID00410
EMP00411,Kayla,,Gonzalez,Kayla Gonzalez,Associate Product Manager,UX Research,Product,EMP00378,2021-10-27,kayla.gonzalez@theguild.com,1977-06-10,Non-Binary,Active,Los Angeles,CA,90001,2026-01-01,69154,Salary,Exempt,Monthly,,P1,Commission,6915,EEID00411
EMP00412,Sarah,,Evans,Sarah Evans,Customer Success Associate,Solutions Engineering,Customer Success,EMP00011,2021-05-19,sarah.evans@theguild.com,1994-05-16,Male,Terminated,Los Angeles,CA,90001,2026-01-01,57802,Salary,Exempt,Monthly,2025-02-11,P1,Commission,5780,EEID00412
EMP00413,Quinn,,Scott,Quinn Scott,Staff Software Engineer,Data Engineering,Engineering & Technology,EMP00408,2022-10-20,quinn.scott@theguild.com,1979-07-18,Non-Binary,Active,Boise,ID,83701,2026-01-01,150277,Salary,Exempt,Twice a Month,,P4,Commission,30055,EEID00413
EMP00414,Ezra,,King,Ezra King,Sales Manager,Sales Development,Sales & Revenue,EMP00010,2024-12-18,ezra.king@theguild.com,1994-12-11,Female,Active,Portland,OR,97201,2026-01-01,157566,Salary,Exempt,Twice a Month,,M1,Commission,47269,EEID00414
EMP00415,Amanda,,Collins,Amanda Collins,Senior Engineering Manager,Software Engineering,Engineering & Technology,EMP00008,2021-11-05,amanda.collins@theguild.com,1988-01-21,Non-Binary,Active,New York,NY,10001,2026-01-01,188251,Salary,Exempt,Twice a Month,,M2,Annual Bonus,28237,EEID00415
EMP00416,Wren,,Hill,Wren Hill,HR Manager,People & HR,G&A,EMP00013,2025-10-16,wren.hill@theguild.com,1995-12-19,Non-Binary,Active,Denver,CO,80201,2026-01-01,132806,Salary,Exempt,Bi-Weekly,,M1,Annual Bonus,13280,EEID00416
EMP00417,Skyler,,Martin,Skyler Martin,Associate Director of Marketing,Events & Community,Marketing,EMP00416,2020-09-06,skyler.martin@theguild.com,1996-07-25,Non-Binary,Active,Chicago,IL,60601,2026-01-01,149378,Salary,Exempt,Twice a Month,,P4,Commission,14937,EEID00417
EMP00418,Brian,,Sanchez,Brian Sanchez,Associate Product Manager,Product Management,Product,EMP00023,2020-03-21,brian.sanchez@theguild.com,1987-09-29,Female,Active,Minneapolis,MN,55401,2026-01-01,73176,Salary,Non-Exempt,Monthly,,P1,Annual Bonus,3658,EEID00418
EMP00419,Hannah,,Phillips,Hannah Phillips,Product Manager,UX Research,Product,EMP00056,2019-03-31,hannah.phillips@theguild.com,1990-03-07,Female,Active,Seattle,WA,98101,2026-01-01,81408,Salary,Exempt,Twice a Month,,P2,No Bonus,0,EEID00419
EMP00420,Ezra,,Thomas,Ezra Thomas,Enterprise Account Executive,Revenue Operations,Sales & Revenue,EMP00414,2022-10-26,ezra.thomas@theguild.com,1985-12-20,Male,Terminated,Denver,CO,80201,2026-01-01,144465,Hourly,Exempt,Bi-Weekly,2024-01-24,P4,Annual Bonus,21669,EEID00420
EMP00421,Reid,,Jackson,Reid Jackson,Operations Associate,Corporate Strategy,Operations,EMP00257,2024-11-23,reid.jackson@theguild.com,1977-11-28,Female,Contractor,Raleigh,NC,27601,2026-01-01,82902,Salary,Exempt,Twice a Month,,P1,No Bonus,0,EEID00421
EMP00422,Aria,,White,Aria White,Senior Marketing Manager,Corporate Communications,Marketing,EMP00135,2023-01-26,aria.white@theguild.com,1985-07-07,,Active,Provo,UT,84601,2026-01-01,136048,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,6802,EEID00422
EMP00423,Aria,,Ramirez,Aria Ramirez,Senior Marketing Manager,Content Marketing,Marketing,EMP00366,2023-03-21,aria.ramirez@theguild.com,1997-12-23,Non-Binary,Active,Minneapolis,MN,55401,2026-01-01,113803,Salary,Exempt,Bi-Weekly,,P3,Commission,11380,EEID00423
EMP00424,Aurora,,Robinson,Aurora Robinson,Associate Director of Marketing,Sales Enablement,Marketing,EMP00009,2021-04-21,aurora.robinson@theguild.com,1997-07-04,Male,Active,Chicago,IL,60601,2026-01-01,160059,Salary,Exempt,Monthly,,P4,Annual Bonus,4801,EEID00424
EMP00425,Samantha,,Miller,Samantha Miller,Software Engineer,DevOps & Infrastructure,Engineering & Technology,EMP00134,2021-02-28,samantha.miller@theguild.com,1990-07-20,,Active,Portland,OR,97201,2026-01-01,101577,Salary,Exempt,Bi-Weekly,,P2,Annual Bonus,8126,EEID00425
EMP00426,Ash,,Parker,Ash Parker,HR Generalist,Finance,G&A,EMP00362,2021-07-06,ash.parker@theguild.com,1983-06-05,,Active,Raleigh,NC,27601,2026-01-01,94871,Salary,Non-Exempt,Twice a Month,,P2,Annual Bonus,2846,EEID00426
EMP00427,Brian,,Lewis,Brian Lewis,Marketing Specialist,Demand Generation,Marketing,EMP00378,2022-07-11,brian.lewis@theguild.com,1999-02-12,Non-Binary,Active,Atlanta,GA,30301,2026-01-01,112754,Salary,Exempt,Twice a Month,,P2,Commission,33826,EEID00427
EMP00428,Peyton,,Johnson,Peyton Johnson,Customer Success Manager,Customer Success Management,Customer Success,EMP00088,2024-05-21,peyton.johnson@theguild.com,1995-04-03,Non-Binary,Contractor,Austin,TX,73301,2026-01-01,104990,Hourly,Exempt,Twice a Month,,P2,Annual Bonus,8399,EEID00428
EMP00429,Lauren,,Miller,Lauren Miller,Senior Finance Manager,People & HR,G&A,EMP00013,2018-10-14,lauren.miller@theguild.com,1995-05-25,Male,Terminated,Salt Lake City,UT,84101,2026-01-01,163041,Salary,Exempt,Bi-Weekly,2025-03-01,M2,Annual Bonus,24456,EEID00429
EMP00430,Wren,,Smith,Wren Smith,Staff Product Manager,UX Research,Product,EMP00024,2020-04-22,wren.smith@theguild.com,1988-11-23,,Active,Raleigh,NC,27601,2026-01-01,142257,Salary,Exempt,Twice a Month,,P4,Annual Bonus,7112,EEID00430
EMP00431,Ryan,,Green,Ryan Green,CS Team Lead,Implementation & Onboarding,Customer Success,EMP00047,2023-02-28,ryan.green@theguild.com,1995-10-03,Male,Active,Dallas,TX,75201,2026-01-01,135487,Salary,Exempt,Bi-Weekly,,P4,Commission,27097,EEID00431
EMP00432,Ben,,Nelson,Ben Nelson,Senior Marketing Manager,Events & Community,Marketing,EMP00112,2020-01-22,ben.nelson@theguild.com,2000-07-04,Male,Active,Boise,ID,83701,2026-01-01,132200,Hourly,Exempt,Twice a Month,,P3,Commission,39660,EEID00432
EMP00433,Riley,,Thomas,Riley Thomas,Senior Operations Analyst,Corporate Strategy,Operations,EMP00208,2023-08-29,riley.thomas@theguild.com,1989-08-16,,Part Time,Lehi,UT,84043,2026-01-01,137341,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,4120,EEID00433
EMP00434,Lauren,,Taylor,Lauren Taylor,Associate Product Manager,Product Management,Product,EMP00363,2025-12-14,lauren.taylor@theguild.com,1981-02-14,Non-Binary,Active,Denver,CO,80201,2026-01-01,66260,Hourly,Exempt,Monthly,,P1,Annual Bonus,1987,EEID00434
EMP00435,Cole,,Robinson,Cole Robinson,Software Engineer,DevOps & Infrastructure,Engineering & Technology,EMP00384,2019-05-24,cole.robinson@theguild.com,1998-12-25,,Active,Boston,MA,02101,2026-01-01,110853,Salary,Exempt,Monthly,,P2,Annual Bonus,8868,EEID00435
EMP00436,Sarah,,Carter,Sarah Carter,Operations Analyst,Business Operations,Operations,EMP00088,2023-11-12,sarah.carter@theguild.com,1979-08-12,,Active,Lehi,UT,84043,2026-01-01,91661,Salary,Non-Exempt,Monthly,,P2,No Bonus,0,EEID00436
EMP00437,Kai,,Brown,Kai Brown,Senior CS Manager,Customer Success Management,Customer Success,EMP00012,2021-10-12,kai.brown@theguild.com,1983-08-15,Male,Active,Austin,TX,73301,2026-01-01,174552,Salary,Exempt,Twice a Month,,M2,Annual Bonus,5236,EEID00437
EMP00438,David,,Collins,David Collins,Operations Associate,Corporate Strategy,Operations,EMP00157,2020-05-25,david.collins@theguild.com,1979-10-01,Non-Binary,Active,Denver,CO,80201,2026-01-01,81726,Salary,Non-Exempt,Twice a Month,,P1,Annual Bonus,4086,EEID00438
EMP00439,Andrew,,Smith,Andrew Smith,Marketing Manager,Events & Community,Marketing,EMP00011,2022-08-11,andrew.smith@theguild.com,1988-07-11,,Active,Boise,ID,83701,2026-01-01,124326,Salary,Exempt,Monthly,,M1,Annual Bonus,6216,EEID00439
EMP00440,Reid,,Edwards,Reid Edwards,Operations Associate,Program Management,Operations,EMP00429,2023-05-29,reid.edwards@theguild.com,1978-01-11,Non-Binary,Contractor,New York,NY,10001,2026-01-01,77213,Salary,Exempt,Bi-Weekly,,P1,No Bonus,0,EEID00440
EMP00441,Drew,,Rogers,Drew Rogers,Customer Success Manager,Professional Services,Customer Success,EMP00334,2018-11-22,drew.rogers@theguild.com,1977-09-08,Female,Active,Seattle,WA,98101,2026-01-01,81390,Salary,Exempt,Twice a Month,,P2,Annual Bonus,12208,EEID00441
EMP00442,Violet,,Jackson,Violet Jackson,Associate Product Manager,Product Design,Product,EMP00414,2021-03-27,violet.jackson@theguild.com,1976-01-24,Female,Active,Portland,OR,97201,2026-01-01,79223,Salary,Exempt,Twice a Month,,P1,No Bonus,0,EEID00442
EMP00443,Mia,,Thomas,Mia Thomas,Product Manager,Product Management,Product,EMP00157,2025-02-11,mia.thomas@theguild.com,1981-05-07,Female,Active,San Francisco,CA,94101,2026-01-01,114175,Salary,Non-Exempt,Monthly,,P2,Annual Bonus,3425,EEID00443
EMP00444,Emily,,Lopez,Emily Lopez,Customer Success Manager,Solutions Engineering,Customer Success,EMP00362,2020-10-16,emily.lopez@theguild.com,1988-08-06,Non-Binary,Active,Boston,MA,02101,2026-01-01,107934,Salary,Exempt,Twice a Month,,P2,Annual Bonus,16190,EEID00444
EMP00445,Megan,,Moore,Megan Moore,Senior Ops Manager,FP&A,Operations,EMP00014,2022-04-12,megan.moore@theguild.com,1994-03-04,Male,Active,Boulder,CO,80301,2026-01-01,160994,Hourly,Exempt,Bi-Weekly,,M2,Commission,16099,EEID00445
EMP00446,Rowan,,Wright,Rowan Wright,Staff Product Manager,Product Design,Product,EMP00193,2020-03-12,rowan.wright@theguild.com,1981-12-10,Female,Active,Raleigh,NC,27601,2026-01-01,153561,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,15356,EEID00446
EMP00447,Jordan,,Murphy,Jordan Murphy,CS Team Lead,Renewals,Customer Success,EMP00445,2024-08-06,jordan.murphy@theguild.com,1978-03-13,,Active,Dallas,TX,75201,2026-01-01,160863,Hourly,Exempt,Bi-Weekly,,P4,No Bonus,0,EEID00447
EMP00448,Ashley,,Harris,Ashley Harris,CS Team Lead,Customer Support,Customer Success,EMP00355,2020-10-07,ashley.harris@theguild.com,1985-11-14,,Active,Atlanta,GA,30301,2026-01-01,168397,Salary,Exempt,Twice a Month,,P4,Commission,50519,EEID00448
EMP00449,Ethan,,Baker,Ethan Baker,HR Generalist,Finance,G&A,EMP00134,2022-06-17,ethan.baker@theguild.com,1978-08-09,Female,Active,Provo,UT,84601,2026-01-01,89657,Salary,Exempt,Monthly,,P2,Annual Bonus,8965,EEID00449
EMP00450,Lauren,,Morris,Lauren Morris,Associate Director of Marketing,Marketing Operations,Marketing,EMP00414,2022-06-19,lauren.morris@theguild.com,1988-10-26,Male,Terminated,Seattle,WA,98101,2026-01-01,184313,Salary,Exempt,Bi-Weekly,2023-07-02,P4,Annual Bonus,9215,EEID00450
EMP00451,Cole,,Smith,Cole Smith,Staff Software Engineer,DevOps & Infrastructure,Engineering & Technology,EMP00215,2020-01-16,cole.smith@theguild.com,1997-07-18,Male,Active,Atlanta,GA,30301,2026-01-01,183040,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,18304,EEID00451
EMP00452,Blake,,Stewart,Blake Stewart,Product Manager,Product Design,Product,EMP00245,2022-03-28,blake.stewart@theguild.com,1980-08-04,Non-Binary,Active,Boise,ID,83701,2026-01-01,106790,Salary,Exempt,Monthly,,P2,Annual Bonus,3203,EEID00452
EMP00453,Mia,,Johnson,Mia Johnson,Customer Success Associate,Customer Support,Customer Success,EMP00366,2022-03-19,mia.johnson@theguild.com,1998-04-30,Non-Binary,Contractor,Provo,UT,84601,2026-01-01,63718,Salary,Exempt,Bi-Weekly,,P1,Commission,6371,EEID00453
EMP00454,Leo,,Parker,Leo Parker,Senior Account Executive,Channel & Partnerships,Sales & Revenue,EMP00344,2018-01-13,leo.parker@theguild.com,1995-07-01,,Active,Boise,ID,83701,2026-01-01,128672,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,3860,EEID00454
EMP00455,Taylor,,Green,Taylor Green,Software Engineer,Architecture,Engineering & Technology,EMP00257,2022-01-15,taylor.green@theguild.com,1977-01-19,Non-Binary,Active,Denver,CO,80201,2026-01-01,111142,Salary,Non-Exempt,Monthly,,P2,No Bonus,0,EEID00455
EMP00456,Samantha,,Green,Samantha Green,Marketing Coordinator,Sales Enablement,Marketing,EMP00344,2019-08-10,samantha.green@theguild.com,1998-04-30,Male,Active,Seattle,WA,98101,2026-01-01,70601,Hourly,Non-Exempt,Bi-Weekly,,P1,No Bonus,0,EEID00456
EMP00457,Violet,,Edwards,Violet Edwards,Staff Software Engineer,Data Engineering,Engineering & Technology,EMP00250,2019-03-09,violet.edwards@theguild.com,1994-07-05,Male,Active,Chicago,IL,60601,2026-01-01,142581,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,4277,EEID00457
EMP00458,Ella,,Cook,Ella Cook,Senior Marketing Manager,Marketing Operations,Marketing,EMP00024,2024-09-26,ella.cook@theguild.com,1977-11-25,Non-Binary,Terminated,Raleigh,NC,27601,2026-01-01,148612,Salary,Exempt,Bi-Weekly,2026-07-21,P3,Annual Bonus,22291,EEID00458
EMP00459,Noah,,Nelson,Noah Nelson,HR Generalist,Payroll,G&A,EMP00013,2022-04-07,noah.nelson@theguild.com,2000-11-17,Male,Active,Los Angeles,CA,90001,2026-01-01,99069,Salary,Exempt,Bi-Weekly,,P2,Annual Bonus,7925,EEID00459
EMP00460,Quinn,,Hill,Quinn Hill,CS Team Lead,Customer Support,Customer Success,EMP00429,2024-01-14,quinn.hill@theguild.com,1995-08-30,Non-Binary,Active,Boulder,CO,80301,2026-01-01,179518,Salary,Exempt,Monthly,,P4,Commission,17951,EEID00460
EMP00461,Emma,,Morris,Emma Morris,Product Manager,Product Operations,Product,EMP00306,2020-06-02,emma.morris@theguild.com,1997-03-16,Non-Binary,Active,Boulder,CO,80301,2026-01-01,82250,Salary,Non-Exempt,Twice a Month,,P2,No Bonus,0,EEID00461
EMP00462,Quinn,,Collins,Quinn Collins,Account Executive,SMB Sales,Sales & Revenue,EMP00404,2021-10-14,quinn.collins@theguild.com,1993-12-13,,Active,Dallas,TX,75201,2026-01-01,91732,Salary,Exempt,Monthly,,P2,Commission,18346,EEID00462
EMP00463,Liam,,Sanchez,Liam Sanchez,Senior Software Engineer,Architecture,Engineering & Technology,EMP00204,2019-11-02,liam.sanchez@theguild.com,2000-11-21,Female,Active,Los Angeles,CA,90001,2026-01-01,140914,Salary,Exempt,Bi-Weekly,,P3,Commission,42274,EEID00463
EMP00464,Ivy,,Jackson,Ivy Jackson,Product Manager,Product Design,Product,EMP00014,2021-12-27,ivy.jackson@theguild.com,1996-04-03,Female,Active,New York,NY,10001,2026-01-01,117727,Hourly,Non-Exempt,Bi-Weekly,,P2,Annual Bonus,3531,EEID00464
EMP00465,Ashley,,Allen,Ashley Allen,HR Generalist,Procurement,G&A,EMP00023,2025-07-10,ashley.allen@theguild.com,1979-01-08,,Active,Raleigh,NC,27601,2026-01-01,82227,Salary,Exempt,Twice a Month,,P2,No Bonus,0,EEID00465
EMP00466,Olivia,,Baker,Olivia Baker,Finance Associate,Compliance,G&A,EMP00251,2024-08-25,olivia.baker@theguild.com,1983-02-15,,Active,Boulder,CO,80301,2026-01-01,58999,Salary,Exempt,Twice a Month,,P1,Annual Bonus,1769,EEID00466
