Employee #,Name,Reports to 1,Reports to 2,Reports to 3,Reports to 4,Reports to 5,Reports to 6,Reports to 7,Reports to 1 Level,Reports to 2 Level,Reports to 3 Level,Reports to 4 Level,Reports to 5 Level,Reports to 6 Level,Reports to 7 Level,Director,E-1,First Executive,Executive,Skip Level Manager,Employee Status
EMP00338,Jake Williams,EMP00060,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00339,Finn Evans,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00340,Peyton Lopez,EMP00257,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00341,Ben Scott,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00342,Leo Mitchell,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00343,Ethan Gonzalez,EMP00251,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00344,Matt Evans,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00345,Stephanie Martin,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00346,Zoe Lewis,EMP00344,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00347,Jade Mitchell,EMP00251,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00348,Dylan Collins,EMP00171,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Part Time
EMP00349,Peyton Garcia,EMP00271,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00350,Bryn Harris,EMP00257,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00351,Hannah Brown,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00352,June Lee,EMP00261,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00353,Wren Gonzalez,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00354,Nora Thomas,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Part Time
EMP00355,Riley Phillips,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Terminated
EMP00356,Violet Rivera,EMP00112,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Terminated
EMP00357,Cole Wright,EMP00047,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00358,Jake Scott,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00359,Nate Rivera,EMP00208,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Terminated
EMP00360,Luna Green,EMP00056,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00361,Ryan Thomas,EMP00250,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00362,Liam Rivera,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00363,Chloe Hernandez,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00364,Brian Green,EMP00047,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00365,Leo Rodriguez,EMP00215,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00366,Lily Green,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00367,Chris Garcia,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00368,Lauren Lee,EMP00047,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00369,Kai Thompson,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00370,Luna Rogers,EMP00345,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Leave of Absence
EMP00371,Ezra Baker,EMP00362,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Terminated
EMP00372,Nora Taylor,EMP00055,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00373,Lily Carter,EMP00135,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00374,Riley Allen,EMP00246,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00375,Blake Brown,EMP00246,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00376,Andrew Edwards,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00377,Stella Wright,EMP00246,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00378,Chris Rodriguez,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00379,Morgan Davis,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00380,Violet Campbell,EMP00251,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00381,Bryn Lee,EMP00334,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Contractor
EMP00382,Kai Anderson,EMP00362,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00383,Chris Lopez,EMP00112,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00384,Mia Ramirez,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00385,Ezra Morris,EMP00341,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00386,Stephanie Nelson,EMP00367,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00387,Ethan Baker,EMP00208,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Terminated
EMP00388,Mia Lee,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Leave of Absence
EMP00389,Dylan Smith,EMP00271,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00390,Chris King,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Terminated
EMP00391,Hannah Baker,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00392,Wren Campbell,EMP00047,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00393,Chloe Mitchell,EMP00215,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Part Time
EMP00394,Aria Murphy,EMP00055,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Contractor
EMP00395,Wren Martinez,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00396,Ashley Scott,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Terminated
EMP00397,Ella Garcia,EMP00162,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00398,Kevin Adams,EMP00344,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Terminated
EMP00399,Nora Hill,EMP00208,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00400,Matt Lopez,EMP00157,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00401,Noah Stewart,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Contractor
EMP00402,Samantha Rogers,EMP00289,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00403,Riley Smith,EMP00250,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00404,Ryan Campbell,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00405,Sam Thomas,EMP00024,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00406,Reid Garcia,EMP00384,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00407,Jason Campbell,EMP00341,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00408,Megan Stewart,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00409,Wren Phillips,EMP00215,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00410,Ethan King,EMP00271,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00411,Kayla Gonzalez,EMP00378,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00412,Sarah Evans,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Terminated
EMP00413,Quinn Scott,EMP00408,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00414,Ezra King,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00415,Amanda Collins,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00416,Wren Hill,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00417,Skyler Martin,EMP00416,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00418,Brian Sanchez,EMP00023,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00419,Hannah Phillips,EMP00056,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00420,Ezra Thomas,EMP00414,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Terminated
EMP00421,Reid Jackson,EMP00257,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Contractor
EMP00422,Aria White,EMP00135,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00423,Aria Ramirez,EMP00366,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00424,Aurora Robinson,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00425,Samantha Miller,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00426,Ash Parker,EMP00362,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00427,Brian Lewis,EMP00378,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00428,Peyton Johnson,EMP00088,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Contractor
EMP00429,Lauren Miller,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Terminated
EMP00430,Wren Smith,EMP00024,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00431,Ryan Green,EMP00047,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00432,Ben Nelson,EMP00112,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00433,Riley Thomas,EMP00208,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Part Time
EMP00434,Lauren Taylor,EMP00363,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00435,Cole Robinson,EMP00384,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00436,Sarah Carter,EMP00088,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00437,Kai Brown,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00438,David Collins,EMP00157,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00439,Andrew Smith,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00440,Reid Edwards,EMP00429,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Contractor
EMP00441,Drew Rogers,EMP00334,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00442,Violet Jackson,EMP00414,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00443,Mia Thomas,EMP00157,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00444,Emily Lopez,EMP00362,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00445,Megan Moore,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00446,Rowan Wright,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00447,Jordan Murphy,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00448,Ashley Harris,EMP00355,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00449,Ethan Baker,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00450,Lauren Morris,EMP00414,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Terminated
EMP00451,Cole Smith,EMP00215,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00452,Blake Stewart,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00453,Mia Johnson,EMP00366,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Contractor
EMP00454,Leo Parker,EMP00344,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00455,Taylor Green,EMP00257,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00456,Samantha Green,EMP00344,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00457,Violet Edwards,EMP00250,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00458,Ella Cook,EMP00024,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Terminated
EMP00459,Noah Nelson,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00460,Quinn Hill,EMP00429,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00461,Emma Morris,EMP00306,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00462,Quinn Collins,EMP00404,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00463,Liam Sanchez,EMP00204,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00464,Ivy Jackson,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00465,Ashley Allen,EMP00023,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00466,Olivia Baker,EMP00251,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00467,Stella Martin,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00468,Rachel Murphy,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00469,June Hernandez,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00470,Matt Martin,EMP00404,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00471,Reid Wilson,EMP00152,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00472,James Perez,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00473,David King,EMP00367,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00474,Matt Harris,EMP00185,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00475,Aria Clark,EMP00162,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00476,Aria Mitchell,EMP00353,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00477,Ethan Morris,EMP00363,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Contractor
EMP00478,Alex Campbell,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00479,Nora Thompson,EMP00112,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Terminated
EMP00480,Reid Collins,EMP00408,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00481,Casey Hernandez,EMP00467,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00482,Morgan Rodriguez,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00483,Olivia Evans,EMP00088,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00484,Kevin Morgan,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00485,Will Davis,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00486,Rachel Taylor,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00487,Drew Davis,EMP00345,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00488,Ethan Lewis,EMP00484,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00489,Reid Murphy,EMP00271,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00490,Will Nguyen,EMP00250,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00491,Dylan Baker,EMP00301,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00492,Noah Nelson,EMP00376,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00493,Andrew Gonzalez,EMP00157,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Terminated
EMP00494,Isla Rodriguez,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00495,June Campbell,EMP00414,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00496,Riley Miller,EMP00012,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00497,Lauren Davis,EMP00344,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00498,Stephanie Cook,EMP00467,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00499,Ivy Stewart,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00500,Kayla Harris,EMP00391,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
